City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,turkistan,43.0,68.0,2.62,59,100,4.07,KZ,1676470328
269,clarksburg,39.2807,-80.3445,17.39,51,41,6.51,US,1676470260
270,linfen,36.0889,111.5189,3.76,67,46,0.28,CN,1676470515
271,cortez,37.3489,-108.5859,-8.5,74,40,2.06,US,1676470516
272,vao,-22.6667,167.4833,23.75,60,88,3.48,NC,1676470517
273,kayseri,38.737,35.4968,0.01,69,75,5.14,TR,1676470519
274,hoquiam,46.9809,-123.8893,1.67,94,0,3.09,US,1676470269
275,ystad,55.4297,13.8204,4.41,84,98,4.04,SE,1676470521
276,victoria,22.2855,114.1577,17.36,72,3,2.68,HK,1676470343
277,santa cruz,-17.8,-63.1667,28.7,65,75,7.72,BO,1676470512
278,igarka,67.4667,86.5833,-13.0,95,100,4.7,RU,1676470524
279,cherskiy,68.75,161.3,-37.61,97,100,1.79,RU,1676470525
280,castlecomer,52.8061,-7.2106,9.7,71,77,5.52,IE,1676470526
281,hvide sande,56.0045,8.1294,5.72,91,100,5.47,DK,1676470527
282,davidson,36.1501,-86.7833,17.73,82,75,6.71,US,1676470529
283,adil-yangiyurt,43.5633,46.5846,0.44,98,100,4.19,RU,1676470530
284,bambous virieux,-20.3428,57.7575,28.14,65,20,1.54,MU,1676470531
285,freeport,40.6576,-73.5832,10.55,75,20,8.75,US,1676470293
286,lagos,6.5833,3.75,34.54,39,64,3.43,NG,1676470200
287,taoudenni,22.6783,-3.9836,28.63,14,100,4.54,ML,1676470533
288,honningsvag,70.9821,25.9704,4.86,75,100,5.14,NO,1676470534
289,esperance,-33.8667,121.9,16.76,75,57,4.79,AU,1676470535
290,tubmanburg,6.8708,-10.8172,37.26,35,89,0.87,LR,1676470536
291,yar-sale,66.8333,70.8333,-19.51,98,100,1.82,RU,1676470537
292,camalu,30.85,-116.0667,9.94,68,36,4.83,MX,1676470538
293,jumla,29.2747,82.1838,7.41,65,0,1.38,NP,1676470539
294,villazon,-22.0866,-65.5942,9.76,78,100,2.1,BO,1676470540
295,sungaipenuh,-2.0833,101.3833,18.92,91,100,0.7,ID,1676470541
296,salinas,36.6777,-121.6555,7.32,60,0,3.09,US,1676470542
297,cabra,37.4725,-4.4421,15.73,45,100,1.21,ES,1676470543
298,shimoda,34.6667,138.95,2.28,70,98,4.06,JP,1676470544
299,gamba,-2.65,10.0,24.83,85,98,3.73,GA,1676470545
300,podosinovets,60.2776,47.0659,-8.2,91,100,2.24,RU,1676470546
301,jieshi,22.8134,115.8257,14.48,78,11,9.36,CN,1676470547
302,siyabuswa,-25.1132,29.0445,30.98,38,27,5.27,ZA,1676470548
303,piacabucu,-10.4056,-36.4344,30.26,62,100,5.14,BR,1676470549
304,sept-iles,50.2001,-66.3821,-6.64,89,100,3.09,CA,1676470551
305,sao joao da barra,-21.6403,-41.0511,31.05,78,51,4.05,BR,1676470551
306,sinnamary,5.3833,-52.95,26.2,89,85,4.94,GF,1676470552
307,buang,13.3122,123.6419,22.39,90,100,4.91,PH,1676470553
308,wattegama,6.7989,81.4808,21.76,78,5,3.51,LK,1676470554
309,popondetta,-8.7537,148.2534,23.59,95,93,1.22,PG,1676470554
310,pangkalanbuun,-2.6833,111.6167,24.3,89,99,1.7,ID,1676470555
311,bud,39.447,-86.1758,14.63,70,3,8.96,US,1676470556
312,ajdabiya,30.7554,20.2263,16.04,50,33,6.87,LY,1676470557
313,huilong,31.8111,121.655,2.74,71,4,3.3,CN,1676470558
314,kuminskiy,58.6667,66.5667,-12.97,97,100,2.0,RU,1676470558
315,bambanglipuro,-7.95,110.2833,24.7,89,100,2.99,ID,1676470559
316,yeppoon,-23.1333,150.7333,25.88,78,57,6.53,AU,1676470560
317,port lincoln,-34.7333,135.8667,23.39,55,95,5.15,AU,1676470561
318,saint george,37.1041,-113.5841,-0.42,54,75,5.36,US,1676470267
319,burnie,-41.0667,145.9167,14.41,96,53,3.08,AU,1676470563
320,zhanakorgan,43.9098,67.2495,0.2,61,100,4.82,KZ,1676470564
321,filingue,14.3521,3.3168,30.66,10,3,8.36,NE,1676470565
322,port-gentil,-0.7193,8.7815,26.24,81,100,3.97,GA,1676470567
323,minnedosa,50.2453,-99.8436,-24.69,92,12,4.32,CA,1676470569
324,okha,53.5739,142.9478,-26.01,97,23,5.47,RU,1676470571
325,niagara falls,43.1001,-79.0663,16.25,51,100,10.29,CA,1676470573
326,kodiak,57.79,-152.4072,-2.27,69,100,6.69,US,1676470574
327,sur,22.5667,59.5289,26.76,35,39,6.17,OM,1676470575
328,arman,59.7,150.1667,-16.1,89,100,6.11,RU,1676470576
329,dondo,-19.6094,34.7431,32.73,73,20,4.12,MZ,1676470577
330,villacarrillo,38.1156,-3.0848,13.97,41,100,0.96,ES,1676470578
331,odienne,9.51,-7.5692,36.79,9,23,3.29,CI,1676470579
332,saint anthony,45.0205,-93.218,0.96,81,100,10.8,US,1676470580
333,haines junction,60.7522,-137.5108,-11.03,92,100,0.0,CA,1676470581
334,port augusta,-32.5,137.7667,26.68,16,0,2.37,AU,1676470582
335,belen,36.4891,36.2233,9.08,24,40,7.2,TR,1676470583
336,alice springs,-23.7,133.8833,31.23,40,3,4.12,AU,1676470584
337,hwange,-18.3693,26.5019,25.79,84,100,1.63,ZW,1676470585
338,mabaruma,8.2,-59.7833,25.63,93,86,2.68,GY,1676470586
339,jojoima,7.8792,-10.7878,36.6,33,64,0.78,SL,1676470587
340,sangar,63.9242,127.4739,-40.49,100,47,0.44,RU,1676470588
341,xinqing,48.2333,129.5,-19.94,98,57,1.94,CN,1676470589
342,vila franca do campo,37.7167,-25.4333,15.23,60,43,1.79,PT,1676470590
343,berdigestyakh,62.0989,126.6992,-36.84,100,97,0.47,RU,1676470593
344,lengshuitan,26.4111,111.5956,7.56,74,11,2.44,CN,1676470595
345,xiongzhou,25.1167,114.3,7.01,82,0,1.55,CN,1676470597
346,kumluca,36.3703,30.2869,12.59,47,39,1.51,TR,1676470599
347,buraydah,26.326,43.975,16.25,26,99,2.14,SA,1676470532
348,orbetello,42.4408,11.2196,17.01,53,0,1.75,IT,1676470601
349,rawah,34.4816,41.9093,11.45,42,98,0.85,IQ,1676470602
350,parabel,58.6978,81.4825,-18.96,100,90,1.74,RU,1676470603
351,norman wells,65.282,-126.8329,-37.98,67,0,0.0,CA,1676470604
352,ojinaga,29.5667,-104.4167,14.53,23,0,4.12,MX,1676470605
353,elko,41.0002,-115.5012,-9.99,100,64,1.03,US,1676470605
354,waiuku,-37.25,174.75,18.51,93,98,0.67,NZ,1676470606
355,barcelos,41.5388,-8.6151,20.08,46,9,0.67,PT,1676470607
356,sao filipe,14.8961,-24.4956,22.0,68,0,6.11,CV,1676470608
357,the valley,18.217,-63.0578,27.68,73,20,6.17,AI,1676470474
358,yelizovo,53.1873,158.3805,-1.92,54,75,11.0,RU,1676470611
359,marsh harbour,26.5412,-77.0636,22.57,63,0,7.47,BS,1676470611
360,carutapera,-1.195,-46.02,27.85,81,89,2.56,BR,1676470613
361,carleton place,45.1334,-76.1494,3.14,82,100,1.79,CA,1676470459
362,huarmey,-10.0681,-78.1522,23.67,83,100,1.69,PE,1676470615
363,clearwater,27.9659,-82.8001,20.61,79,0,4.63,US,1676470600
364,socol,44.8608,21.3703,9.05,67,5,0.45,RO,1676470616
365,staroutkinsk,57.2302,59.3348,-11.58,93,95,4.02,RU,1676470617
366,majene,-3.5403,118.9707,26.42,79,100,4.59,ID,1676470618
367,mangaratiba,-22.9597,-44.0406,31.48,60,100,1.48,BR,1676470613
368,reconquista,-29.15,-59.65,31.75,44,3,3.38,AR,1676470620
369,guerrero negro,27.9769,-114.0611,13.97,59,97,6.74,MX,1676470621
370,bandarbeyla,9.4942,50.8122,25.67,65,30,6.25,SO,1676470623
371,yeniseysk,58.4497,92.1703,-24.3,100,99,0.04,RU,1676470624
372,martapura,-3.4167,114.85,24.05,94,40,2.57,ID,1676470625
373,pallasovka,50.05,46.8833,-6.61,94,97,3.33,RU,1676470626
374,cravo norte,6.3017,-70.2041,30.98,51,60,5.61,CO,1676470627
375,te anau,-45.4167,167.7167,9.76,97,57,1.5,NZ,1676470630
376,mareeba,-17.0,145.4333,21.91,94,100,1.3,AU,1676470632
377,fallon,39.4735,-118.7774,-4.07,58,40,3.6,US,1676470634
378,ketchikan,55.3422,-131.6461,1.99,93,100,9.26,US,1676470634
379,kitakata,37.65,139.8667,-4.42,92,72,2.38,JP,1676470636
380,nkoteng,4.5167,12.0333,37.5,11,61,1.38,CM,1676470637
381,sistranda,63.7256,8.834,2.98,65,100,5.41,NO,1676470638
382,kampot,10.6167,104.1833,24.03,68,97,1.22,KH,1676470640
383,menongue,-14.6585,17.691,28.56,48,63,1.1,AO,1676470641
384,ampanihy,-24.7,44.75,24.91,69,93,6.65,MG,1676470639
385,roebourne,-20.7833,117.1333,32.88,38,2,7.42,AU,1676470645
386,dicabisagan,17.0818,122.4157,22.95,88,100,6.74,PH,1676470646
387,tocache,-8.1842,-76.5125,23.26,91,100,0.49,PE,1676470647
388,pangnirtung,66.1451,-65.7125,-23.0,64,75,5.14,CA,1676470648
389,colares,38.7992,-9.4469,20.74,54,20,9.39,PT,1676470649
390,canutama,-6.5339,-64.3831,23.42,99,100,1.21,BR,1676470651
391,lerwick,60.1545,-1.1494,7.04,90,100,11.9,GB,1676470652
392,inuvik,68.3499,-133.7218,-28.52,76,0,3.6,CA,1676470557
393,pimenta bueno,-11.6725,-61.1936,27.5,84,100,0.06,BR,1676470654
394,vavuniya,8.7514,80.4971,20.46,81,0,1.79,LK,1676470654
395,fairview,40.8126,-73.999,11.05,66,20,8.49,US,1676470559
396,brasilia de minas,-16.2064,-44.4333,29.74,40,32,2.14,BR,1676470656
397,verkhnevilyuysk,63.4453,120.3167,-23.97,99,99,0.97,RU,1676470657
398,san rafael,-34.6177,-68.3301,26.36,24,53,2.16,AR,1676470359
399,katangli,51.7102,143.2326,-25.14,95,12,4.29,RU,1676470659
400,kalpi,26.1167,79.7333,19.48,35,0,2.69,IN,1676470659
401,shubarkuduk,49.1447,56.4872,-2.61,96,100,3.86,KZ,1676470660
402,christchurch,-43.5333,172.6333,14.95,95,75,6.17,NZ,1676470661
403,palu,-0.8917,119.8707,24.04,96,100,0.61,ID,1676470662
404,broken hill,-31.95,141.4333,27.45,27,0,3.58,AU,1676470663
405,ust-kut,56.7938,105.7672,-16.91,99,100,1.13,RU,1676470384
406,san patricio,28.017,-97.5169,20.92,98,100,3.33,US,1676470665
407,hualmay,-11.0964,-77.6139,23.83,82,98,2.25,PE,1676470666
408,verkhoyansk,67.5447,133.385,-45.92,100,55,0.38,RU,1676470667
409,talavera de la reina,39.9635,-4.8308,13.26,53,100,6.49,ES,1676470668
410,tayu,-6.5397,111.0518,25.17,86,100,3.86,ID,1676470668
411,grenada,37.1882,-3.6067,16.62,46,20,1.03,ES,1676470381
412,marzuq,14.4,46.4667,25.24,24,6,6.76,YE,1676470670
413,sitka,57.0531,-135.33,2.94,81,100,10.8,US,1676470490
414,yuci,37.6803,112.7319,-2.14,86,7,1.0,CN,1676470671
415,umm kaddadah,13.6017,26.6876,24.78,13,3,9.2,SD,1676470673
416,puerto baquerizo moreno,-0.9,-89.6,26.55,89,40,1.03,EC,1676470674
417,jinchang,38.4953,102.1739,-2.56,70,69,2.71,CN,1676470675
418,laguna,38.421,-121.4238,6.05,58,0,6.69,US,1676470652
419,skjervoy,70.0311,20.9714,3.0,80,55,3.93,NO,1676470676
420,santa maria,-29.6842,-53.8069,27.71,56,89,1.91,BR,1676470677
421,moirang,24.5,93.7667,15.62,49,0,1.8,IN,1676470678
422,carbonia,39.1672,8.5222,17.53,61,0,2.51,IT,1676470550
423,cairns,-16.9167,145.7667,24.48,94,75,7.72,AU,1676470580
424,seymchan,62.8833,152.4333,-28.84,97,100,2.64,RU,1676470681
425,vanimo,-2.6741,141.3028,25.33,89,100,2.68,PG,1676470682
426,vuktyl,63.8567,57.3094,-16.58,100,59,0.4,RU,1676470683
427,ondangwa,-17.9167,15.95,35.8,13,2,3.67,NA,1676470684
428,benghazi,32.1167,20.0667,14.88,55,75,6.61,LY,1676470685
429,terrace bay,48.7834,-87.1,-6.82,91,100,9.71,CA,1676470687
430,belmonte,-15.8631,-38.8828,28.76,64,71,2.93,BR,1676470689
431,pringsewu,-5.3582,104.9744,23.93,92,100,1.11,ID,1676470691
432,north port,27.0442,-82.2359,21.69,92,0,3.79,US,1676470692
433,koumac,-20.5667,164.2833,24.22,79,98,3.7,NC,1676470693
434,maraba,-5.3686,-49.1178,28.1,89,100,2.06,BR,1676470695
435,elliot lake,46.3834,-82.6331,2.24,100,100,3.25,CA,1676470696
436,nouadhibou,20.931,-17.0347,24.99,44,0,9.77,MR,1676470697
437,makakilo city,21.3469,-158.0858,20.38,81,40,3.6,US,1676470698
438,walvis bay,-22.9575,14.5053,24.53,57,0,6.17,NA,1676470699
439,andros town,24.7,-77.7667,23.98,59,75,8.1,BS,1676470700
440,komsomolskiy,40.4272,71.7189,2.4,93,100,2.06,UZ,1676470701
441,logan,41.7355,-111.8344,-10.5,81,100,0.45,US,1676470702
442,kaitangata,-46.2817,169.8464,12.95,88,60,1.8,NZ,1676470703
443,peleduy,59.6289,112.7406,-13.45,97,100,1.95,RU,1676470704
444,gladstone,-23.85,151.25,24.96,73,42,2.57,AU,1676470705
445,lompoc,34.6391,-120.4579,2.55,83,0,1.54,US,1676470707
446,itoman,26.1247,127.6694,15.01,58,100,8.75,JP,1676470708
447,gevrai,19.2667,75.75,28.17,14,0,2.88,IN,1676470710
448,dunedin,-45.8742,170.5036,14.33,81,50,2.68,NZ,1676470711
449,hami,42.8,93.45,0.47,42,0,2.99,CN,1676470712
450,khorixas,-20.3667,14.9667,34.76,11,22,7.97,NA,1676470713
451,muta,46.6114,15.1661,12.1,69,0,0.59,SI,1676470715
452,thiruvananthapuram,8.4833,76.9167,28.99,58,20,0.0,IN,1676470426
453,zhangye,38.9342,100.4517,-2.08,51,12,3.12,CN,1676470716
454,tessalit,20.1986,1.0114,27.72,12,93,7.39,ML,1676470718
455,mocajuba,-2.5842,-49.5072,27.79,78,99,1.96,BR,1676470720
456,launceston,-41.45,147.1667,15.08,76,55,2.57,AU,1676470721
457,belaya gora,68.5333,146.4167,-36.46,97,100,0.52,RU,1676470722
458,bay roberts,47.5999,-53.2648,-0.42,89,100,6.71,CA,1676470723
459,coihaique,-45.5752,-72.0662,11.97,47,40,2.57,CL,1676470724
460,kabompo,-13.5927,24.2008,27.02,66,77,2.13,ZM,1676470724
461,waddan,29.1614,16.139,15.94,37,48,4.44,LY,1676470725
462,teya,60.3778,92.6267,-22.06,100,98,1.28,RU,1676470726
463,wenling,28.3669,121.36,5.72,70,0,5.11,CN,1676470727
464,karangasem,-8.45,115.6167,24.98,80,100,2.4,ID,1676470728
465,hovd,48.0056,91.6419,-16.03,89,86,0.43,MN,1676470729
466,suez,29.9737,32.5263,15.73,42,78,7.03,EG,1676470730
467,chapais,49.7834,-74.8492,-0.12,88,100,4.27,CA,1676470731
468,maketu,-37.7667,176.45,17.91,77,98,3.03,NZ,1676470732
469,samana,19.2056,-69.3369,23.98,78,37,4.68,DO,1676470733
470,stokmarknes,68.5646,14.9108,4.99,75,75,3.09,NO,1676470734
471,leh,34.1667,77.5833,-11.8,68,1,1.19,IN,1676470735
472,sioux lookout,50.1001,-91.917,-14.96,78,100,6.17,CA,1676470735
473,caconda,-13.7333,15.0667,22.96,58,100,4.43,AO,1676470736
474,mustasaari,63.1142,21.6822,0.69,100,100,4.63,FI,1676470737
475,boyolangu,-8.1181,111.8935,24.21,89,100,1.82,ID,1676470738
476,kaseda,31.4167,130.3167,6.88,62,0,2.95,JP,1676470739
477,kirakira,-10.4544,161.9205,26.86,84,100,1.7,SB,1676470740
478,aswan,24.0934,32.907,18.94,24,1,7.44,EG,1676470740
479,anchorage,61.2181,-149.9003,-3.51,90,40,2.57,US,1676470501
480,anloga,5.7947,0.8973,29.88,66,74,6.2,GH,1676470742
481,zlitan,32.4674,14.5687,14.87,64,98,5.01,LY,1676470743
482,upington,-28.4478,21.2561,37.21,16,40,2.57,ZA,1676470745
483,padang,-0.9492,100.3543,26.03,84,100,1.19,ID,1676470746
484,gat,31.61,34.7642,14.38,100,19,6.37,IL,1676470748
485,mitsamiouli,-11.3847,43.2844,26.92,76,6,1.08,KM,1676470749
486,okakarara,-20.5833,17.4333,32.87,18,89,7.26,NA,1676470750
487,waingapu,-9.6567,120.2641,25.74,85,100,3.29,ID,1676470751
488,sakaiminato,35.55,133.2333,1.99,55,75,5.14,JP,1676470752
489,liusha,27.2098,108.59,5.81,69,100,1.25,CN,1676470753
490,nanfeng,23.7434,111.7959,12.12,74,12,1.28,CN,1676470755
491,arlit,18.7369,7.3853,24.71,12,84,1.47,NE,1676470756
492,ninh binh,20.2539,105.975,16.78,75,100,2.46,VN,1676470758
493,coos bay,43.3665,-124.2179,0.52,99,0,3.09,US,1676470558
494,aykhal,66.0,111.5,-26.27,100,28,1.11,RU,1676470759
495,altamont,42.2068,-121.7372,-7.34,84,0,1.54,US,1676470761
496,altay,47.8667,88.1167,-12.3,80,16,3.22,CN,1676470762
497,lavrentiya,65.5833,-171.0,-30.22,92,71,2.34,RU,1676470764
498,dingle,10.9995,122.6711,23.35,91,100,4.17,PH,1676470765
499,puqi,29.7167,113.8833,6.36,75,1,2.11,CN,1676470766
500,cotabato,7.2236,124.2464,23.57,90,100,2.17,PH,1676470767
501,lazaro cardenas,17.9583,-102.2,20.94,65,0,2.14,MX,1676470510
502,xining,36.6167,101.7667,-7.13,81,13,0.51,CN,1676470768
503,pitkyaranta,61.5734,31.4792,-1.88,96,99,4.12,RU,1676470770
504,kilifi,-3.6305,39.8499,27.99,67,6,6.59,KE,1676470771
505,lodja,-3.4833,23.4333,26.57,72,98,0.99,CD,1676470772
506,dongying,37.4564,118.4856,-0.98,53,5,3.05,CN,1676470772
507,vardo,70.3705,31.1107,0.99,93,75,11.83,NO,1676470773
508,saint joseph,39.7686,-94.8466,2.36,80,100,7.72,US,1676470555
509,carupano,10.6678,-63.2585,26.01,79,93,4.44,VE,1676470776
510,amarkantak,22.6667,81.75,16.36,25,0,2.11,IN,1676470777
511,atar,20.5169,-13.0499,33.79,11,5,3.06,MR,1676470778
512,hervey bay,-25.2986,152.8535,24.53,72,24,7.2,AU,1676470779
513,nuuk,64.1835,-51.7216,-13.66,61,75,1.03,GL,1676470780
514,kachug,53.9606,105.8817,-17.29,98,100,0.7,RU,1676470782
515,churapcha,62.0025,132.4325,-42.44,100,64,0.2,RU,1676470783
516,dalupirip,16.3258,120.7256,21.41,88,73,2.94,PH,1676470784
517,mao,39.8885,4.2658,13.31,67,40,3.6,ES,1676470785
518,hsinchu,24.8036,120.9686,14.36,67,17,4.02,TW,1676470786
519,talas,38.6908,35.5538,-0.63,69,75,5.14,TR,1676470787
520,tabora,-5.0167,32.8,28.59,43,15,1.14,TZ,1676470691
521,fort nelson,58.8053,-122.7002,-17.23,78,75,1.03,CA,1676470789
522,ruteng,-8.6136,120.4721,17.46,94,100,0.59,ID,1676470790
523,morehead,37.2711,-87.1764,16.03,85,0,5.66,US,1676470574
524,mokhsogollokh,61.4681,128.9203,-39.97,100,88,0.52,RU,1676470792
525,miri,4.4148,114.0089,25.08,94,20,1.03,MY,1676470793
526,wanning,18.8003,110.3967,18.78,82,100,5.59,CN,1676470793
527,sisimiut,66.9395,-53.6735,-16.69,74,100,6.64,GL,1676470795
528,houma,29.5958,-90.7195,21.12,90,100,5.14,US,1676470487
529,atherton,53.5237,-2.4935,10.97,90,100,2.85,GB,1676470796
530,matara,5.9485,80.5353,25.41,74,70,2.86,LK,1676470797
531,kurchum,48.5722,83.6542,-14.26,97,86,1.49,KZ,1676470798
532,vagamo,61.8751,9.0967,1.49,85,46,1.01,NO,1676470799
533,raahe,64.6833,24.4833,-1.95,93,4,3.68,FI,1676470800
534,provideniya,64.3833,-173.3,-30.04,94,21,1.27,RU,1676470801
535,saryg-sep,51.5,95.6,-26.57,100,92,0.95,RU,1676470802
536,saint-gaudens,43.0833,0.6667,12.79,33,32,2.29,FR,1676470803
